,Name,image_link,tickets_url,start_date,start_time,end_date,end_time,venue,address_1,address_2,organizer,organizer_url,url
31,Develop a Successful FinTech | De-Fi Startup Business Today!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F356478279%2F233567016891%2F1%2Foriginal.20220604-185429?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C10%2C812%2C406&s=54f269d9258a13a154f7a3b043509090,https://www.eventbrite.com/checkout-external?eid=500543498077,2023-06-13,13:00,2023-06-13,17:00,Mumbai,Virtual Workshop,,Atechup.com,https://www.eventbrite.com/o/atechupcom-15646132597,https://www.eventbrite.com/e/develop-a-successful-fintech-de-fi-startup-business-today-tickets-500543498077
32,2023 EB-5 & Global Immigration Expo India,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F517801699%2F1270446424833%2F1%2Foriginal.20230518-171939?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C15%2C1200%2C600&s=3fc74d639edfaccf72563059e4a6efe4,https://www.eventbrite.com/checkout-external?eid=638817318797,2023-09-16,08:00,2023-09-16,17:00,The St. Regis Mumbai,462 Senapati Bapat Marg,,Uglobal Immigration Magazine/EB5 Investors Magazine,https://www.eventbrite.com/o/uglobal-immigration-magazineeb5-investors-magazine-26833242005,https://www.eventbrite.com/e/2023-eb-5-global-immigration-expo-india-tickets-638817318797
33,GIFTEX'23,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F496011859%2F1492622818623%2F1%2Foriginal.20230419-073300?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=36%2C10%2C904%2C452&s=5cb7d30760b591a6de39f9bd84285566,https://www.eventbrite.com/checkout-external?eid=620539619707,2023-08-08,19:00,2023-08-11,22:00,Nehru Science Center,"Nehru Centre, Dr. Annie Besant Road, Worli, Mumbai – 400018. India",,Giftex India,https://www.eventbrite.com/o/giftex-india-64078470273,https://www.eventbrite.com/e/giftex23-tickets-620539619707
34,glasspex INDIA 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F444913429%2F1392129303973%2F1%2Foriginal.20230213-090736?w=328&auto=format%2Ccompress&q=75&sharp=10&rect=66%2C0%2C328%2C164&s=70bdfdf769a54d273d2ac60d5bb3185a,https://www.eventbrite.com/checkout-external?eid=545850091317,2023-09-14,09:00,2023-09-16,18:00,Bombay Exhibition Centre,Hall No. 2,"goregaon east,",Messe Düsseldorf India Pvt. Ltd.,https://www.eventbrite.com/o/messe-dusseldorf-india-pvt-ltd-60782287383,https://www.eventbrite.com/e/glasspex-india-2023-tickets-545850091317
35,Building The Winning Startup Team and Company Culture: Pune edition,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F528528089%2F3865663544%2F1%2Foriginal.20230603-183218?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C85%2C1600%2C800&s=21618e5d4db81aa4ff6af1107db41301,https://www.eventbrite.com/checkout-external?eid=649788724567,2023-06-10,16:00,2023-06-10,18:00,Ideas to Impacts,"Lane, 3, near VIJAY SALES - BANER, Pallod Farms, Baner,",,eChai Pune Startup Network,https://www.eventbrite.com/o/echai-pune-startup-network-26549682889,https://www.eventbrite.com/e/building-the-winning-startup-team-and-company-culture-pune-edition-tickets-649788724567
36,Portfolio photographers in india,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F512256629%2F460039656348%2F1%2Foriginal.20230510-214308?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=517%2C0%2C926%2C463&s=351914a515af648719a31815f62cbd6e,https://www.eventbrite.com/checkout-external?eid=634270188207,2023-06-20,19:00,2023-06-20,22:00,Gyan Kendra Secondary School,"A-1, Surya Kiran, Model Town",,A Rrajani,https://www.eventbrite.com/o/a-rrajani-30712049920,https://www.eventbrite.com/e/portfolio-photographers-in-india-tickets-634270188207
37,PINK ALMARI - RAKHI & TROUSSEAU EDIT,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F477474319%2F1394112791873%2F1%2Foriginal.20230325-065200?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C64%2C514%2C257&s=8b93f638a73c18ee1cd245ee6ec16fbe,https://www.eventbrite.com/checkout-external?eid=598871419537,2023-08-02,11:00,2023-08-02,19:00,Blue Sea Catering and Banquets,11 Khan Abdul Gaffar Khan Road,,MARRIAGE MANTRA,https://www.eventbrite.com/o/marriage-mantra-63293554053,https://www.eventbrite.com/e/pink-almari-rakhi-trousseau-edit-tickets-598871419537
38,Brazilian JiuJiitsu Workshop by Prof. Carlos Almeida,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F529980269%2F1588822585973%2F1%2Foriginal.20230606-062946?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1200%2C600&s=dc0f1c8253ff73306d80e71daa7b1669,https://www.eventbrite.com/checkout-external?eid=649967469197,2023-06-09,13:30,2023-06-11,16:00,Evolution Combat Sports(Bandra) and Fit and Fight Club (Nerul),"Evolution Combat Sports, B.P.C.A","St. Martin's Road, Bandra West",Fit and Fight Club,https://www.eventbrite.com/o/fit-and-fight-club-66811297083,https://www.eventbrite.com/e/brazilian-jiujiitsu-workshop-by-prof-carlos-almeida-tickets-649967469197
39,Money Expo India 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F444862499%2F1394200320313%2F1%2Foriginal.20230213-054456?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1200%2C600&s=5f077de2efa38fca69811aecdec575cd,https://www.eventbrite.com/checkout-external?eid=545740904737,2023-08-12,10:00,2023-08-13,18:00,Jio World Convention Centre,"G Block, Bandra Kurla Complex","Bandra East, Mumbai, Maharashtra",Trasol Events,https://www.eventbrite.com/o/trasol-events-60774281733,https://www.eventbrite.com/e/money-expo-india-2023-tickets-545740904737
40,Effective Note-Taking- Pune,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F409934009%2F768571642273%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=08dd9d12b07a3eb7e218d035eb2fe21d,https://www.eventbrite.com/checkout-external?eid=488914575657,2023-06-15,20:30,2023-06-15,21:30,Pune,[ONLINE EVENT],,Iris Reading,https://www.eventbrite.com/o/iris-reading-58158045383,https://www.eventbrite.com/e/effective-note-taking-pune-tickets-488914575657
41,"VIRTUAL SOFTWARE DEVELOPMENT CONFERENCE Mumbai, India",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F513398669%2F1083060350403%2F1%2Foriginal.20230511-074924?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C81%2C1920%2C960&s=394950743b5e6e9f86c91eda1c2f2cd8,https://www.eventbrite.com/checkout-external?eid=635271071877,2023-11-15,12:30,2023-11-17,20:30,Online,"Shanti Avedna Sadan216 Mount Mary Road, Mumbai, MH, 400050",,BUILD STUFF,https://www.eventbrite.com/o/build-stuff-51333626523,https://www.eventbrite.com/e/virtual-software-development-conference-mumbai-india-tickets-635271071877
42,Metal Forming Expo,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F471334449%2F1453713828983%2F1%2Foriginal.20230317-084031?w=278&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C278%2C139&s=9ab4206067a8a0a68efd2116fc227a8f,https://www.eventbrite.com/checkout-external?eid=592185170787,2023-09-01,10:00,2023-09-03,18:00,Auto Cluster Exhibition Center,181 Old Mumbai - Pune Highway,,Future Market Events,https://www.eventbrite.com/o/future-market-events-62802712043,https://www.eventbrite.com/e/metal-forming-expo-tickets-592185170787
43,"SCAD Summer Workshop Mumbai, India: Elements, Organization, Color and Space",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F518469089%2F1552299934583%2F1%2Foriginal.20230519-144157?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=240%2C0%2C800%2C400&s=8fac96e9dfdd33cc11b42b403314e2fd,https://www.eventbrite.com/checkout-external?eid=639361656927,2023-07-03,10:00,2023-07-07,18:00,COGS Early Advising,Vile Parle,,SCAD: Savannah College of Art and Design,https://www.eventbrite.com/o/scad-savannah-college-of-art-and-design-65830690553,https://www.eventbrite.com/e/scad-summer-workshop-mumbai-india-elements-organization-color-and-space-tickets-639361656927
44,100 Successful Women in Business Convention & Awards Mumbai-India,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F468159759%2F284564926733%2F1%2Foriginal.20230314-012503?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=669c807fb70fd479e988a9b899a028ae,https://www.eventbrite.com/checkout-external?eid=483980748447,2023-12-06,10:00,2023-12-10,18:00,India,111,,Global Trade Chamber,https://www.eventbrite.com/o/global-trade-chamber-18291590073,https://www.eventbrite.com/e/100-successful-women-in-business-convention-awards-mumbai-india-tickets-483980748447
45,The FoodFix Expo 2023-The most irresistible food and beverage exhibition!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F532611649%2F1205895197263%2F1%2Foriginal.20230609-075329?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C83%2C1080%2C540&s=411c8cc01fcab36d00c33821c2970391,https://www.eventbrite.com/checkout-external?eid=654726995067,2023-08-05,11:00,2023-08-06,19:00,World Trade Centre,A Road,,Woman's Extravaganza,https://www.eventbrite.com/o/womans-extravaganza-55153268153,https://www.eventbrite.com/e/the-foodfix-expo-2023-the-most-irresistible-food-and-beverage-exhibition-tickets-654726995067
46,#mHealthUX | How To Innovate in Digital Health,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F519195609%2F262347974128%2F1%2Foriginal.20230511-003657?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=119c0b028cb8405d2a021a5d1d9f7957,https://www.eventbrite.com/checkout-external?eid=639959304507,2023-06-30,18:00,2023-06-30,20:00,Mindshop Online Classroom,.,,"Kat Usop, MSHI",https://www.eventbrite.com/o/kat-usop-mshi-17526467445,https://www.eventbrite.com/e/mhealthux-how-to-innovate-in-digital-health-tickets-639959304507
47,Space Cranival,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F530091449%2F1520178709003%2F1%2Foriginal.20230606-104153?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1200%2C600&s=2103e9b5aec87591fc8cace165328992,https://www.eventbrite.com/checkout-external?eid=651717413327,2023-06-10,10:30,2023-06-10,13:00,Foundree Preschool & Daycare - Chembur,Foundree Preschool & Daycare,"Usha Kiran Bunglow, 10th Road, Sandu Garden, Chembur East, Near Joy Hospital,",Foundree Preschool & Daycare,https://www.eventbrite.com/o/foundree-preschool-amp-daycare-64877454283,https://www.eventbrite.com/e/space-cranival-tickets-651717413327
48,12th  GIIS and IRES  Investment Migration Expo: Mumbai India,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F473444099%2F238190587908%2F1%2Foriginal.20230320-192953?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1200%2C600&s=be2c438420c7b40f29e3ebef536e165d,https://www.eventbrite.com/checkout-external?eid=594998355097,2023-09-09,10:00,2023-09-09,21:00,The St. Regis Mumbai,462 Senapati Bapat Marg,,"BLS Global, London",https://www.eventbrite.co.uk/o/bls-global-london-15956469857,https://www.eventbrite.co.uk/e/12th-giis-and-ires-investment-migration-expo-mumbai-india-tickets-594998355097
49,Learning basics of stock market and financial concept/financial planning,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F344633259%2F347941271291%2F1%2Foriginal.20220830-131221?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1200%2C600&s=cd26f9389ab5f8617d39d806b9bc1422,https://www.eventbrite.com/checkout-external?eid=410436385277,2023-06-10,11:00,2023-06-10,13:00,The Platinum Mall,"303, The Platinum Mall","Jawahar Road, Ghatkopar East",,https://www.eventbrite.com/o/52555691513,https://www.eventbrite.com/e/learning-basics-of-stock-market-and-financial-conceptfinancial-planning-registration-410436385277
50,e4m Neons OOH Conference & Awards,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F507484609%2F1537521947763%2F1%2Foriginal.20230504-111217?w=434&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C56%2C434%2C217&s=0a1b6278ea235388da53d40fbf19f503,https://www.eventbrite.com/checkout-external?eid=630718033617,2023-06-17,10:00,2023-06-18,15:30,Taj Santacruz,Off Western Express Highway,,exchange4media,https://www.eventbrite.com/o/exchange4media-65403329823,https://www.eventbrite.com/e/e4m-neons-ooh-conference-awards-tickets-630718033617
51,THE ART OF MIND CONTROL | Master your mind with Bhagavat-Gita,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F494208549%2F1507003493593%2F1%2Foriginal.20230417-115455?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C496%2C1200%2C600&s=9f1f928783f1ddb10ebe066098102bf0,https://www.eventbrite.com/checkout-external?eid=619006514147,2023-06-10,17:30,2023-06-10,19:30,Hare Krishna Mandir,105 Baner Road,,FOLK | Youth Empowerment club,https://www.eventbrite.com/o/folk-youth-empowerment-club-64531096633,https://www.eventbrite.com/e/the-art-of-mind-control-master-your-mind-with-bhagavat-gita-tickets-619006514147
52,Waste Technology India Expo 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F409660629%2F1313816364053%2F1%2Foriginal.20221214-111850?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=6c9ecb4a889045cebae463c8cbf7a39c,https://www.eventbrite.com/checkout-external?eid=488561619957,2023-09-13,10:00,2023-09-15,18:00,NESCO,NESCO Center Western Express Highway,"Goregaon (East), Mumbai 400063",Virtual Info Systems,https://www.eventbrite.com/o/virtual-info-systems-58247618033,https://www.eventbrite.com/e/waste-technology-india-expo-2023-tickets-488561619957
53,"THE LOOK , Miss Universe CAMERA READY by Andres Felipe",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F447522879%2F311396943219%2F1%2Foriginal.20230216-051919?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C576%2C1242%2C621&s=3fd4a509ac56e604f15cfeb4d0e492ed,https://www.eventbrite.com/checkout-external?eid=550216511397,2023-09-11,10:00,2023-09-11,18:00,Mumbai,Nehru Rd,,Imera Cosmetics New York,https://www.eventbrite.com/o/imera-cosmetics-new-york-60984654103,https://www.eventbrite.com/e/the-look-miss-universe-camera-ready-by-andres-felipe-registration-550216511397
54,Lock the Box : Bookchor's bookfair (PUNE),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F531045889%2F968171831173%2F1%2Foriginal.20230607-121329?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C5%2C1600%2C800&s=875257c31eab58e5df4f3b6f4fea43e9,https://www.eventbrite.com/checkout-external?eid=652762168217,2023-06-29,09:00,2023-07-09,22:00,Ganesh Kala Krida Manch,National Highway 60,,Owned by Bookchor Literary Solutions Pvt. Ltd,https://www.eventbrite.com/o/owned-by-bookchor-literary-solutions-pvt-ltd-47225751283,https://www.eventbrite.com/e/lock-the-box-bookchors-bookfair-pune-tickets-652762168217
55,Sailors' Cafe OpenMic Mondays,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F204477909%2F748871147423%2F1%2Foriginal.20211224-055644?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C539%2C1080%2C540&s=e32ebc474a602514cdc4ff3ba3cfc035,https://www.eventbrite.com/checkout-external?eid=488371220467,2023-06-12,20:00,2023-06-12,22:00,Sailors' Cafe,Shop 9 Bellevista CHS Sector 15 Belapur,,Sailors' Cafe,https://www.eventbrite.com/o/sailors-cafe-39373880253,https://www.eventbrite.com/e/sailors-cafe-openmic-mondays-tickets-488371220467
56,FORMA Mumbai 2022,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F217830619%2F141233138653%2F1%2Foriginal.20210903-135051?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C3140%2C1570&s=9f2d4fab690a85bb038761dc91f414eb,https://www.eventbrite.com/checkout-external?eid=255104282777,2023-10-07,10:30,2023-10-07,16:30,The St. Regis Mumbai,462 Senapati Bapat Marg,,Next Step Exhibitions Ltd,https://www.eventbrite.co.uk/o/next-step-exhibitions-ltd-9762683740,https://www.eventbrite.co.uk/e/forma-mumbai-2022-tickets-255104282777
57,Fastener Expo - International Exhibition for Fastener & Fixing Technoloy,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F472893979%2F1453713828983%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=5e543d27403ce5208106922d242fdf93,https://www.eventbrite.com/checkout-external?eid=594464598617,2023-09-01,10:00,2023-09-03,18:00,Auto Cluster Exhibition Center,181 Old Mumbai - Pune Highway,,Future Market Events,https://www.eventbrite.com/o/future-market-events-62802712043,https://www.eventbrite.com/e/fastener-expo-international-exhibition-for-fastener-fixing-technoloy-tickets-594464598617
58,MINDSHOP™| Become an Efficient Product Owner,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F495133689%2F262347974128%2F1%2Foriginal.20221028-123518?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=40368c1f8bb1e40d510fdcf13cc55a56,https://www.eventbrite.com/checkout-external?eid=619653439117,2023-06-14,19:00,2023-06-14,22:00,Mindshop Online Classroom,.,.,"Kat Usop, MSHI",https://www.eventbrite.com/o/kat-usop-mshi-17526467445,https://www.eventbrite.com/e/mindshoptm-become-an-efficient-product-owner-tickets-619653439117
59,ALGORYTHM™️| Gamifying AI Systems in The Age of AI,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F513248549%2F262347974128%2F1%2Foriginal.20230510-234530?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C90%2C1440%2C720&s=33b5e07ec8db8a009445989a0a17539f,https://www.eventbrite.com/checkout-external?eid=635068997467,2023-06-15,19:00,2023-06-15,22:00,Algorythm Online Classroom,.,.,"Kat Usop, MSHI",https://www.eventbrite.com/o/kat-usop-mshi-17526467445,https://www.eventbrite.com/e/algorythmtm-gamifying-ai-systems-in-the-age-of-ai-tickets-635068997467
60,Basic Life Support for Dentists Level 2 Classroom Course,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F437750999%2F75251908649%2F1%2Foriginal.20200424-103026?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C19%2C960%2C480&s=cb0f3a80faf930b6652c71d4b8a128bf,https://www.eventbrite.com/checkout-external?eid=532085470967,2023-11-08,09:30,2023-11-08,15:30,"Holiday Inn Mumbai International Airport, an IHG Hotel",Junction Andheri - Kurla Road,,Fitzcharles Training Ltd,https://www.eventbrite.co.uk/o/fitzcharles-training-ltd-8482180526,https://www.eventbrite.co.uk/e/basic-life-support-for-dentists-level-2-classroom-course-tickets-532085470967
61,How to Elevate Workplace Culture and Maximize Productivity,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F516473839%2F1429962666563%2F1%2Foriginal.20230517-043656?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1200%2C600&s=4348f818ffd0ab15662a930bc4eecbbb,https://www.eventbrite.com/checkout-external?eid=596981526817,2023-06-13,19:00,2023-06-13,20:00,ONLINE EVENT,"Ground Floor, Sky Vista, Airport Rd, next to Eminence IT Park","Mhada Colony, Viman Naga",Samex,https://www.eventbrite.com/o/samex-30664624248,https://www.eventbrite.com/e/how-to-elevate-workplace-culture-and-maximize-productivity-tickets-596981526817
62,Clean India Show 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F409570549%2F1313816364053%2F1%2Foriginal.20221214-052138?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=60c0c45c35bc53975d01d6f231299bbc,https://www.eventbrite.com/checkout-external?eid=488385673697,2023-09-13,10:00,2023-09-15,18:00,NESCO,NESCO Center Western Express Highway,"Goregaon (East), Mumbai 400063",Virtual Info Systems,https://www.eventbrite.com/o/virtual-info-systems-58247618033,https://www.eventbrite.com/e/clean-india-show-2023-tickets-488385673697
63,HH DRAMA gongyan try,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F419293309%2F1337787032333%2F1%2Foriginal.20230106-095011?w=300&auto=format%2Ccompress&q=75&sharp=10&s=3fb53f628e4506d4a5ad6995ca5ee0b1,https://www.eventbrite.com/checkout-external?eid=507321691837,2023-12-04,20:00,2023-12-04,22:00,Hinjawadi,115,Apt,HIN HUA ahaha,https://www.eventbrite.com/o/hin-hua-ahaha-59003794473,https://www.eventbrite.com/e/hh-drama-gongyan-try-tickets-507321691837
64,Singula Ruby Meetup Online,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F524372779%2F1341866137583%2F1%2Foriginal.20230529-045218?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1200%2C600&s=2d7fcddf0c1d278dc87c0119198ed085,https://www.eventbrite.com/checkout-external?eid=645146609877,2023-06-22,21:30,2023-06-22,23:30,Online,Online,,Singula Team,https://www.eventbrite.com/o/singula-team-59137312603,https://www.eventbrite.com/e/singula-ruby-meetup-online-tickets-645146609877
65,Salam Mirror India - International Consumer Show,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F532295159%2F1596810341583%2F1%2Foriginal.20230608-195442?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=58cda18df779b4a0039c741b2ee1393e,https://www.eventbrite.com/checkout-external?eid=654286627917,2024-01-05,10:00,2024-01-07,22:00,Sir Elly Kadoorie School and Junior College,Shivdas Champsi Road,,Dolo Media Enterprise,https://www.eventbrite.com/o/dolo-media-enterprise-67047619843,https://www.eventbrite.com/e/salam-mirror-india-international-consumer-show-tickets-654286627917
66,Unveiling the Latest Trends in Fashion: Join Us at Fashion Affair Expo,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F506641689%2F301698109321%2F1%2Foriginal.20230503-141820?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C23%2C1922%2C961&s=2e284985080820cf33086ff10741bfdf,https://www.eventbrite.com/checkout-external?eid=630080005257,2023-06-09,11:00,2023-06-11,19:00,World Trade Center Mumbai,World Trade Center,Cuffe Parade,Affairs Events & Exhibitions,https://www.eventbrite.com/o/affairs-events-amp-exhibitions-19973012211,https://www.eventbrite.com/e/unveiling-the-latest-trends-in-fashion-join-us-at-fashion-affair-expo-tickets-630080005257
67,Space Carnival - By Foundree,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F530095639%2F1520178709003%2F1%2Foriginal.20230606-104953?w=370&auto=format%2Ccompress&q=75&sharp=10&s=fa523dd9c1a7712516eca12abb3d4650,https://www.eventbrite.com/checkout-external?eid=651727363087,2023-06-10,10:30,2023-06-10,13:00,Vasant Vihar,Foundree Preschool & Daycare,"Gr. Floor, Pawar Properties, Opp. Siddhachal Club, Vasant Vihar, Thane, Mumbai – 400 610.",Foundree Preschool & Daycare,https://www.eventbrite.com/o/foundree-preschool-amp-daycare-64877454283,https://www.eventbrite.com/e/space-carnival-by-foundree-tickets-651727363087
68,"British Boarding Schools Show, Mumbai 2022",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F219269319%2F141233138653%2F1%2Foriginal.20220127-110458?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=e5a6de0c658a636c0cd155509a4a6c7c,https://www.eventbrite.com/checkout-external?eid=256757206717,2023-10-07,10:30,2023-10-07,17:00,The St. Regis Mumbai,462 Senapati Bapat Marg,,Next Step Exhibitions Ltd,https://www.eventbrite.co.uk/o/next-step-exhibitions-ltd-9762683740,https://www.eventbrite.co.uk/e/british-boarding-schools-show-mumbai-2022-tickets-256757206717
69,PINK ALMARI: RAKHI & TROUSSEAU EDIT,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F496087559%2F1394112791873%2F1%2Foriginal.20230419-095515?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C64%2C514%2C257&s=6206a0b3c439bddc71d7a4af8682eb5e,https://www.eventbrite.com/checkout-external?eid=620623681137,2023-07-14,11:00,2023-07-14,19:00,Blue Sea Catering and Banquets,11 Khan Abdul Gaffar Khan Road,,MARRIAGE MANTRA,https://www.eventbrite.com/o/marriage-mantra-63293554053,https://www.eventbrite.com/e/pink-almari-rakhi-trousseau-edit-tickets-620623681137
70,glasspro INDIA 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F444952959%2F1394395889783%2F1%2Foriginal.20230213-102912?w=450&auto=format%2Ccompress&q=75&sharp=10&s=c43d9a2e932227a7fad04c22e7f47407,https://www.eventbrite.com/checkout-external?eid=545927181897,2023-09-14,09:00,2023-09-16,18:00,Bombay Exhibition Centre,Hall No. 2,goregaon east,Messe Düsseldorf India Pvt. Ltd.,https://www.eventbrite.com/o/messe-dusseldorf-india-pvt-ltd-60786667833,https://www.eventbrite.com/e/glasspro-india-2023-tickets-545927181897
71,"Mumbai's Big Business, Tech & Entrepreneur Professional Networking Soriee",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125132761%2F5509431938%2F1%2Foriginal.20191012-224031?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C820%2C410&s=3d83fff750a1ba877c6cb4374317b707,https://www.eventbrite.com/checkout-external?eid=140043498875,2023-11-27,18:00,2023-11-27,21:00,Food Court - Citi Mall,"New Link Rd, Phase D, Shastri Nagar",Shastri Nagar,,https://www.eventbrite.com/o/555340360,https://www.eventbrite.com/e/mumbais-big-business-tech-entrepreneur-professional-networking-soriee-tickets-140043498875
72,SCPC-Henkel dx Hackathon 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F523912229%2F1078559966703%2F1%2Foriginal.20230527-175016?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2480%2C1240&s=f90d91b5b992bbb7e73984c09d7d92c4,https://www.eventbrite.com/checkout-external?eid=644419214217,2023-06-23,08:30,2023-06-23,13:00,S. P. Jain Institute of Management and Research,"Andheri West,",,SCPC & Henkel dx,https://www.eventbrite.com/o/scpc-amp-henkel-dx-66496146363,https://www.eventbrite.com/e/scpc-henkel-dx-hackathon-2023-tickets-644419214217
73,Devfest Mumbai 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F482882899%2F232577276871%2F1%2Foriginal.20230401-103841?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=9f1929e9bfb88bb0130e8d559b2de81e,https://www.eventbrite.com/checkout-external?eid=605705691027,2023-10-21,10:00,2023-10-21,18:00,Jio World Garden,"G Block BKC, Bandra Kurla Complex",,GDG MAD and GDG Cloud Mumbai,https://www.eventbrite.com/o/gdg-mad-and-gdg-cloud-mumbai-26299119135,https://www.eventbrite.com/e/devfest-mumbai-2023-tickets-605705691027
